blue_champ_1,blue_champ_2,blue_champ_3,blue_champ_4,blue_champ_5,red_champ_1,red_champ_2,red_champ_3,red_champ_4,red_champ_5,blue_avg_rank,red_avg_rank,blue_avg_mastery,red_avg_mastery,blue_avg_recent_wr,red_avg_recent_wr,blue_win
Mordekaiser,Ambessa,Yone,Brand,Swain,Teemo,MasterYi,Velkoz,MissFortune,Morgana,0.0,0.0,31172.0,414881.4,0.42,0.48,0
Jax,Volibear,Lux,Lucian,Morgana,Ornn,Nocturne,Brand,Kaisa,Bard,0.0,0.0,82872.8,62696.4,0.5711,0.6,0
Veigar,Evelynn,Galio,Xayah,Bard,Yone,Jax,Irelia,Kaisa,Sona,0.0,0.0,87952.6,67445.0,0.54,0.48,0
Aatrox,Gwen,Jayce,Vayne,Nunu,Gangplank,Shaco,Diana,Lucian,Nami,0.0,0.0,166837.2,122358.6,0.44,0.58,1
Yone,LeeSin,Akshan,Caitlyn,Morgana,Urgot,Diana,Akali,Samira,Yuumi,0.0,0.0,28393.8,151252.4,0.58,0.56,1
Mordekaiser,Jax,Syndra,Varus,Karma,Malphite,Nunu,Xerath,Smolder,Morgana,0.0,0.0,114161.6,56151.8,0.54,0.36,0
Mordekaiser,Shaco,Yasuo,Tristana,Nautilus,Kayle,Kayn,Viktor,Jhin,Zyra,0.0,0.0,23981.4,47565.0,0.5133,0.5,0
MasterYi,Belveth,Yasuo,Jhin,Neeko,Nasus,Amumu,Sylas,Draven,Thresh,0.0,0.0,121511.2,46354.4,0.66,0.46,0
Yorick,Viego,Veigar,Jinx,Milio,Singed,MonkeyKing,Briar,Jhin,Morgana,0.0,0.0,375208.0,68299.0,0.44,0.34,1
Jax,Trundle,Qiyana,MissFortune,Seraphine,Lulu,Taliyah,Zilean,Tristana,Nami,0.0,0.0,163756.6,734871.2,0.48,0.46,1
Illaoi,Sylas,Ryze,Vayne,Nami,Sion,Shaco,Veigar,Ashe,Nautilus,0.0,0.0,75378.0,808915.0,0.38,0.5667,0
Ornn,Diana,Akali,Samira,Rell,Shen,FiddleSticks,Ahri,Ashe,Lux,0.0,0.0,39158.2,314842.6,0.48,0.58,0
Chogath,Khazix,Fizz,Samira,Pyke,Urgot,Zaahen,Ahri,Jhin,Yuumi,0.0,0.0,26185.6,89714.0,0.38,0.42,0
Mordekaiser,Kayn,Akali,Ezreal,Leona,Teemo,Shaco,Ahri,Caitlyn,Nautilus,0.0,0.0,139499.0,313219.4,0.46,0.5,1
TahmKench,Kayn,Brand,Varus,Leona,KogMaw,Volibear,Fizz,Vayne,Lux,0.0,0.0,122187.0,67504.4,0.38,0.52,0
Yone,Volibear,Diana,Twitch,Mel,Olaf,Nocturne,Veigar,Vayne,Zyra,0.0,0.0,112374.2,317716.8,0.54,0.44,0
Fiora,Zac,Velkoz,Lucian,Seraphine,Ornn,Lillia,Azir,Jhin,Brand,0.0,0.0,229824.4,288926.8,0.36,0.48,1
Kayle,Volibear,Yone,Aphelios,Seraphine,Rumble,Kindred,Chogath,Caitlyn,Zyra,0.0,0.0,44284.0,142527.8,0.52,0.44,0
Ambessa,Jax,Viktor,Caitlyn,Seraphine,Volibear,MasterYi,Akali,Twitch,Taric,0.0,0.0,60683.4,141531.8,0.46,0.64,1
Akali,Kayn,Sivir,Tristana,Blitzcrank,Kled,Gragas,Sylas,MissFortune,Lulu,0.0,0.0,589354.4,25862.6,0.42,0.42,0
DrMundo,Nocturne,Zed,Caitlyn,Xerath,Yorick,Khazix,Akali,Smolder,Thresh,0.0,0.0,211771.8,50329.4,0.4457,0.42,1
Jax,Shaco,Veigar,Draven,Morgana,Nasus,Shyvana,Qiyana,Caitlyn,Pyke,0.0,0.0,112443.2,62734.8,0.5,0.52,1
Trundle,Evelynn,Malzahar,MissFortune,Mel,Teemo,MonkeyKing,Yone,Yunara,Lux,0.0,0.0,191515.0,54256.2,0.46,0.4,1
Volibear,Jax,Zed,MissFortune,Soraka,Illaoi,Udyr,Lux,Kaisa,Rell,0.0,0.0,74537.2,238702.6,0.46,0.48,1
Gnar,Shyvana,Viktor,Jinx,Leona,TahmKench,Amumu,Veigar,Caitlyn,Pyke,0.0,0.0,49321.6,166986.8,0.48,0.28,1
Quinn,Zac,Akali,Kaisa,Pyke,Singed,Diana,TwistedFate,Jinx,Velkoz,0.0,0.0,78213.6,295086.6,0.54,0.34,0
Garen,Amumu,Yasuo,Aphelios,Zyra,Ambessa,Jax,Pyke,Xayah,Alistar,0.0,0.0,106234.0,389842.0,0.52,0.5,0
Illaoi,Warwick,Vex,Nilah,Brand,Anivia,JarvanIV,Mel,Jinx,Nautilus,0.0,0.0,92193.0,397535.8,0.5,0.54,1
FiddleSticks,DrMundo,Fizz,Caitlyn,Lux,Kennen,Amumu,Viktor,Draven,Xerath,0.0,0.0,169749.6,185703.4,0.48,0.6,1
Garen,Talon,Annie,Samira,Sona,Gragas,Nunu,Yone,Tristana,Lux,0.0,0.0,46189.0,145332.6,0.4,0.5,0
Vayne,Nocturne,Mel,Samira,Seraphine,Olaf,Kayn,Xerath,Caitlyn,Lux,0.0,0.0,112677.0,114786.0,0.52,0.48,1
Kayle,Nasus,Lux,Caitlyn,TahmKench,Mordekaiser,Graves,Akali,Veigar,Morgana,0.0,0.0,28912.8,227169.4,0.4,0.42,0
Malphite,Viego,Lissandra,Tristana,Mel,Shen,Naafiri,Tryndamere,MissFortune,Brand,0.0,0.0,152148.2,193923.4,0.62,0.52,1
Darius,Jax,Jhin,Ashe,Lux,Kayle,Volibear,Yasuo,Kaisa,Seraphine,0.0,0.0,190689.4,257330.8,0.5,0.56,1
Sett,Talon,Renekton,Jinx,Pantheon,Garen,Nasus,Malzahar,Ezreal,Velkoz,0.0,0.0,153718.0,32029.0,0.58,0.44,0
Yone,MasterYi,Akali,Samira,Brand,Chogath,Viego,Sion,Smolder,Yuumi,0.0,0.0,37007.8,170018.4,0.48,0.46,0
Sett,Teemo,Malphite,Draven,Thresh,Nasus,Ambessa,Varus,Kaisa,Shaco,0.0,0.0,227094.4,134479.4,0.56,0.4,1
Chogath,Rengar,Yone,Varus,Rell,Sett,Amumu,Veigar,Caitlyn,Rakan,0.0,0.0,183938.8,147053.6,0.44,0.54,0
TahmKench,Rammus,Katarina,Caitlyn,Yuumi,Sett,Rengar,Ziggs,Jhin,Lux,0.0,0.0,342369.2,310703.6,0.58,0.56,0
Trundle,Graves,Mel,Jinx,Velkoz,KSante,Hecarim,Naafiri,Vayne,Pantheon,0.0,0.0,36481.8,83691.0,0.48,0.52,0
Jax,MasterYi,Yasuo,Kaisa,Nautilus,Sion,Ivern,Zoe,Caitlyn,Velkoz,0.0,0.0,200193.0,237243.4,0.4,0.4,1
Illaoi,Vi,Ekko,Tristana,Seraphine,Mordekaiser,Rengar,Lissandra,Ashe,Morgana,0.0,0.0,95923.0,138856.4,0.42,0.46,0
Irelia,Malphite,AurelionSol,Jinx,Taric,Fiora,Kayn,Kassadin,Zeri,Yuumi,0.0,0.0,38744.2,21267.8,0.5,0.38,0
Teemo,Nocturne,Yasuo,Yunara,Pyke,Aatrox,Viego,Yone,Draven,Nautilus,0.0,0.0,176188.6,41438.0,0.44,0.36,1
Nautilus,Kayn,Ahri,Yasuo,Yone,Garen,MonkeyKing,Zed,KogMaw,Taric,0.0,0.0,89431.8,142944.8,0.56,0.44,0
Smolder,Warwick,Yasuo,Draven,Brand,Zac,Graves,Akali,Ashe,Taric,0.0,0.0,98602.2,57005.6,0.38,0.44,1
Volibear,Rengar,Yasuo,MissFortune,Nami,Chogath,Lillia,Naafiri,Ashe,Lux,0.0,0.0,129843.6,134626.4,0.62,0.56,0
Kayle,Shyvana,Sylas,Ashe,Malzahar,TahmKench,Nocturne,Diana,Caitlyn,Brand,0.0,0.0,173428.0,381197.2,0.5,0.48,1
Zaahen,Shyvana,Akali,MissFortune,Leona,Vayne,Rengar,Ezreal,Caitlyn,Xerath,0.0,0.0,39613.2,50021.0,0.5,0.38,1
Garen,Shen,Lissandra,Caitlyn,Lux,Darius,Nunu,Yone,Vayne,Leona,0.0,0.0,1063694.2,103986.4,0.54,0.48,0
Sejuani,Malphite,Yasuo,Ezreal,Sona,Sylas,Zaahen,Naafiri,Diana,Mel,0.0,0.0,55477.4,63711.2,0.58,0.4,1
Garen,Kayn,Cassiopeia,Mel,Zilean,Aatrox,Shaco,AurelionSol,Ashe,Pyke,0.0,0.0,195956.2,79335.0,0.48,0.46,1
Volibear,Warwick,Yasuo,Kaisa,Lux,Kayn,Viego,Akali,Samira,Xerath,0.0,0.0,115015.6,36967.6,0.56,0.4,1
Akali,MasterYi,Ahri,Senna,Lux,Rengar,Nocturne,Annie,Vayne,Sona,0.0,0.0,481016.6,100152.6,0.32,0.46,0
Sion,Amumu,Mel,Veigar,Morgana,Shen,MasterYi,Zed,Samira,Karma,0.0,0.0,75492.6,178027.0,0.42,0.34,1
Poppy,Gwen,Yone,Mel,Seraphine,Tryndamere,Nunu,Malzahar,Caitlyn,Lux,0.0,0.0,102006.4,150745.4,0.44,0.58,0
Shen,Trundle,Galio,Senna,Blitzcrank,Yorick,MasterYi,Yone,Ziggs,Veigar,0.0,0.0,142837.6,216077.4,0.52,0.5,0
Malphite,Viego,Pantheon,MissFortune,Xerath,Illaoi,Graves,Lux,Smolder,Zyra,0.0,0.0,87695.0,83267.2,0.44,0.52,1
Yasuo,Briar,Zyra,Caitlyn,Anivia,Fiora,Khazix,Talon,Ezreal,Yuumi,0.0,0.0,299996.6,18212.4,0.44,0.44,1
Quinn,Shaco,Illaoi,Smolder,Lux,Darius,Khazix,Fizz,Brand,Blitzcrank,0.0,0.0,497621.6,95823.2,0.32,0.56,0
Mordekaiser,MasterYi,Heimerdinger,Jhin,Lux,Yorick,LeeSin,Veigar,Varus,Swain,0.0,0.0,82456.0,75862.8,0.48,0.52,1
Irelia,Nocturne,Yasuo,Kaisa,Morgana,KSante,Shaco,Veigar,Tristana,Blitzcrank,0.0,0.0,85943.2,9512.0,0.64,0.42,1
Teemo,Viego,Ziggs,Samira,Swain,Malphite,Jax,Ekko,Caitlyn,Morgana,0.0,0.0,95332.8,121397.4,0.56,0.52,1
Darius,Briar,Leblanc,Jinx,Lux,Riven,Garen,Mel,Tristana,Yuumi,0.0,0.0,111823.4,213438.2,0.32,0.42,0
Ornn,Nidalee,Azir,Caitlyn,Pyke,Gnar,Chogath,Aurora,Vayne,Nami,0.0,0.0,85715.4,372717.8,0.48,0.44,0
Garen,Briar,Veigar,Caitlyn,Leona,Tryndamere,Shaco,MissFortune,Brand,Sylas,0.0,0.0,163073.8,161237.8,0.46,0.52,0
Vi,Shyvana,Ahri,Xayah,Lulu,Jax,Viego,Xerath,Ezreal,Neeko,0.0,0.0,140397.2,198706.4,0.42,0.5,0
MonkeyKing,MasterYi,Vex,Caitlyn,Pyke,Gnar,Ekko,Yone,Samira,Brand,0.0,0.0,213145.2,220069.6,0.6,0.54,1
Irelia,Graves,Lissandra,Jhin,Braum,MissFortune,Evelynn,Yasuo,Tristana,Zyra,0.0,0.0,80926.2,337229.2,0.64,0.46,1
Chogath,Malphite,Annie,Sivir,Blitzcrank,Warwick,MasterYi,Vex,MissFortune,Pyke,0.0,0.0,203069.6,81423.4,0.34,0.54,0
Morgana,Lillia,Akali,MissFortune,Soraka,Fiora,Kayn,Veigar,Ziggs,Blitzcrank,0.0,0.0,352710.6,16491.6,0.48,0.54,1
DrMundo,Trundle,Naafiri,MissFortune,Morgana,Yasuo,Briar,Malzahar,Caitlyn,Leona,0.0,0.0,64066.2,197702.4,0.52,0.42,0
Jax,Malphite,Zed,Smolder,Blitzcrank,Kayle,Zac,Sylas,Ashe,Ahri,0.0,0.0,176623.6,292099.2,0.42,0.46,0
Kayle,MasterYi,Caitlyn,Lucian,Seraphine,Yone,Shen,Mel,MissFortune,Zyra,0.0,0.0,140966.4,424662.6,0.38,0.48,0
Irelia,Shyvana,Lux,Vayne,Rell,Garen,Naafiri,Vex,Ezreal,Bard,0.0,0.0,38394.8,203256.4,0.52,0.5,1
Sett,Shaco,Yasuo,MissFortune,Thresh,Mordekaiser,Kayn,Ahri,Jinx,Galio,0.0,0.0,141449.0,123030.2,0.52,0.4,1
Trundle,Vi,Galio,Twitch,Sona,Volibear,Shyvana,Akali,Ashe,Seraphine,0.0,0.0,975113.2,105944.8,0.38,0.42,1
Darius,Shyvana,Mel,Senna,Heimerdinger,Anivia,Warwick,Zed,Tristana,Morgana,0.0,0.0,32251.2,215524.2,0.5333,0.54,1
Olaf,Shyvana,Mel,Samira,Seraphine,Nasus,Jax,TwistedFate,Caitlyn,Nautilus,0.0,0.0,53022.8,47840.4,0.36,0.46,1
Riven,Viego,Annie,Vayne,Nidalee,Teemo,Briar,Ahri,Caitlyn,Sona,0.0,0.0,117014.2,229416.2,0.56,0.44,0
Tryndamere,Viego,Yasuo,Seraphine,Lux,Brand,Rengar,Irelia,Caitlyn,Malphite,0.0,0.0,100204.4,271760.8,0.44,0.48,0
Kayle,MonkeyKing,Orianna,Vayne,Lux,Gangplank,Vi,Ryze,Corki,Leona,0.0,0.0,125672.4,42480.0,0.52,0.52,1
Illaoi,Yorick,Akshan,Jhin,Lux,Singed,Chogath,Anivia,Ezreal,Nami,0.0,0.0,306752.6,44829.6,0.32,0.52,1
Heimerdinger,XinZhao,Zed,Ashe,Nautilus,Malphite,Kindred,Ahri,Tristana,Blitzcrank,0.0,0.0,25134.8,114543.6,0.5,0.4,0
Yone,Sejuani,Kassadin,Caitlyn,Poppy,Renekton,Sylas,Orianna,MissFortune,Leona,0.0,0.0,177437.2,116239.4,0.5,0.5,1
MasterYi,Warwick,Katarina,Jinx,Nautilus,Teemo,Shyvana,Vex,Varus,Thresh,0.0,0.0,158010.8,45988.2,0.36,0.64,0
Mordekaiser,MasterYi,Ahri,Samira,Fizz,Darius,Warwick,Yasuo,MissFortune,Blitzcrank,0.0,0.0,57472.2,93142.8,0.38,0.36,0
KSante,Kindred,Cassiopeia,MissFortune,Lux,Poppy,Karthus,Talon,Caitlyn,Blitzcrank,0.0,0.0,127878.4,83753.4,0.56,0.48,0
Quinn,Rammus,Akshan,Mel,Senna,Kled,Viego,Zoe,Caitlyn,Morgana,0.0,0.0,23348.0,147117.4,0.5,0.6,0
Vayne,Diana,Kassadin,MissFortune,Leona,Singed,Shyvana,Veigar,Caitlyn,Swain,0.0,0.0,94703.0,176566.2,0.4,0.44,0
Shen,Sejuani,Veigar,MissFortune,Leona,Kayle,Jax,Ekko,Vayne,Malphite,0.0,0.0,128799.6,40251.2,0.56,0.46,0
Malphite,MasterYi,Smolder,Jinx,Swain,Yasuo,LeeSin,Fizz,Samira,Thresh,0.0,0.0,53641.6,160208.2,0.44,0.54,1
Kayle,Shyvana,Fizz,Caitlyn,Leona,Illaoi,LeeSin,Diana,MissFortune,Lux,0.0,0.0,49825.8,24914.6,0.4,0.54,1
Yasuo,Rammus,Yone,Samira,Neeko,Lux,Karthus,Senna,Veigar,Teemo,0.0,0.0,60366.0,89990.8,0.68,0.48,1
Pantheon,Khazix,Ekko,MissFortune,Mel,Tryndamere,Kayn,Fizz,Smolder,Taric,0.0,0.0,101389.8,62905.0,0.38,0.46,0
Varus,Zac,Taliyah,Mel,Pyke,Illaoi,Viego,Akali,Jhin,Seraphine,0.0,0.0,175815.8,278644.2,0.48,0.48,1
Fiora,Nocturne,Yasuo,MissFortune,Thresh,Darius,Rengar,Zed,Caitlyn,Lux,0.0,0.0,162862.2,101898.4,0.38,0.46,1
Nasus,Kindred,Akali,MissFortune,Lux,Yasuo,MasterYi,Sylas,Twitch,Neeko,0.0,0.0,314427.6,117320.4,0.58,0.42,1
Rumble,Shyvana,Diana,Smolder,Lulu,Urgot,Ekko,Naafiri,MissFortune,Taliyah,0.0,0.0,46971.0,262854.0,0.54,0.4,0
Garen,Zaahen,Katarina,Aphelios,Lulu,Nasus,Evelynn,Yasuo,Jinx,TahmKench,0.0,0.0,110395.8,106542.6,0.5,0.46,0
Ornn,Belveth,Xerath,Ashe,Lux,Shen,Kindred,Vex,Twitch,Nautilus,0.0,0.0,78825.4,118948.6,0.42,0.5,0
Cassiopeia,Briar,Sylas,Jinx,Neeko,Vayne,Hecarim,Ryze,Samira,Lux,0.0,0.0,63746.2,56343.0,0.54,0.48,0
Olaf,DrMundo,Zed,Samira,Morgana,Kayle,Gwen,Yone,Jinx,Nautilus,0.0,0.0,40730.8,123681.2,0.54,0.5,0
Illaoi,Shyvana,Katarina,Jhin,Veigar,Mordekaiser,MasterYi,Lux,Draven,Yuumi,0.0,0.0,129145.0,999408.6,0.44,0.42,0
Volibear,Viego,Yasuo,Jhin,TahmKench,Kayle,Gwen,Lux,Aphelios,Blitzcrank,0.0,0.0,23482.2,75420.2,0.36,0.4,1
Sett,Nocturne,Velkoz,Ashe,Ahri,Singed,Rengar,Yasuo,MissFortune,Morgana,0.0,0.0,142376.0,105195.8,0.42,0.38,0
Kennen,Shyvana,Ahri,Xayah,Morgana,Ornn,MasterYi,Qiyana,Sivir,Nami,0.0,0.0,328376.8,157946.0,0.42,0.34,1
Tryndamere,Vi,Yasuo,Ashe,Alistar,Quinn,Viego,Zoe,MissFortune,Lux,0.0,0.0,64675.2,261456.6,0.38,0.5,1
Sett,Kayn,Katarina,Samira,Teemo,Riven,Shyvana,Leblanc,MissFortune,Seraphine,0.0,0.0,102529.2,25190.0,0.44,0.5111,0
Heimerdinger,MasterYi,Ahri,Vayne,Morgana,Teemo,Shyvana,Yasuo,Tristana,Lux,0.0,0.0,93634.8,107558.4,0.42,0.56,0
Volibear,Amumu,Yasuo,Ashe,Lux,Sett,Shaco,Yone,Lucian,Senna,0.0,0.0,114224.8,28169.2,0.5,0.46,1
Sett,Warwick,Xerath,Vayne,Brand,Malphite,Kayn,Orianna,MissFortune,Lux,0.0,0.0,220630.6,51765.2,0.58,0.42,1
Garen,XinZhao,Diana,Jinx,Neeko,Renekton,Zaahen,Lux,Kalista,Morgana,0.0,0.0,211254.8,745844.2,0.58,0.4657,0
Jax,Warwick,Xerath,Ashe,Neeko,Urgot,Shyvana,Veigar,Jhin,Milio,0.0,0.0,91851.6,37686.2,0.4,0.36,1
Tryndamere,Darius,Leblanc,MissFortune,Lux,Yorick,Shaco,Viktor,Jinx,Zilean,0.0,0.0,452323.4,97563.6,0.54,0.54,1
Chogath,Ekko,Akshan,Ashe,Nami,Malphite,MasterYi,Mel,Quinn,TahmKench,0.0,0.0,56764.2,511597.4,0.38,0.5,1
Mordekaiser,Rammus,Malzahar,MissFortune,Zyra,TahmKench,Amumu,Ahri,TwistedFate,Lux,0.0,0.0,269715.6,63376.0,0.52,0.5,1
Volibear,Nasus,Lissandra,Lucian,Zyra,Gragas,Viego,Yasuo,MissFortune,Lux,0.0,0.0,82024.6,57395.2,0.5,0.42,1
Varus,Talon,Aurora,Zeri,Morgana,Ornn,Nocturne,Diana,Caitlyn,Blitzcrank,0.0,0.0,194693.4,39975.8,0.56,0.44,1
Ornn,FiddleSticks,Diana,MissFortune,Yuumi,Tryndamere,Shyvana,Yasuo,Caitlyn,Seraphine,0.0,0.0,119590.6,85967.2,0.54,0.48,1
Vayne,Khazix,Lux,MissFortune,Blitzcrank,Garen,Kindred,Veigar,Ezreal,Morgana,0.0,0.0,109253.4,44125.8,0.48,0.52,1
Swain,Warwick,Akali,Tristana,Lux,Kayle,Hecarim,Veigar,Caitlyn,Neeko,0.0,0.0,100006.8,18535.4,0.54,0.52,1
DrMundo,Graves,Ahri,Ashe,Nami,Udyr,Ezreal,Mel,Kaisa,Pantheon,0.0,0.0,288138.4,83235.8,0.48,0.5,0
Yone,Viego,Sylas,MissFortune,Thresh,Akali,Malphite,Lux,Jhin,Blitzcrank,0.0,0.0,407388.6,72950.0,0.46,0.4,0
Darius,Nunu,Mel,Lux,Brand,Mordekaiser,Shen,Sylas,MissFortune,Zyra,0.0,0.0,346216.6,116612.2,0.38,0.56,1
Garen,Diana,Yone,Ezreal,Leona,Jax,Ekko,Hwei,Aphelios,Pantheon,0.0,0.0,67586.6,43743.2,0.54,0.46,0
Kayle,Nunu,Malzahar,Vayne,Nautilus,Jax,LeeSin,Katarina,Ashe,Sona,0.0,0.0,485962.8,997473.4,0.38,0.56,1
Teemo,MasterYi,Zoe,MissFortune,Lux,Cassiopeia,Nocturne,Vex,Samira,Yuumi,0.0,0.0,39169.8,50453.0,0.52,0.48,0
Nasus,Naafiri,Yasuo,Jinx,Lux,Aatrox,Amumu,Yone,Caitlyn,Morgana,0.0,0.0,349176.0,194823.8,0.62,0.42,1
Neeko,Sylas,Leblanc,Ashe,Brand,Darius,Diana,Naafiri,Nautilus,Lux,0.0,0.0,59939.8,35020.4,0.42,0.52,0
Varus,Shyvana,Teemo,Yunara,Soraka,Kayle,Malphite,Malzahar,Jinx,Seraphine,0.0,0.0,72851.2,27815.4,0.44,0.48,0
Tryndamere,Sylas,Ahri,Smolder,Zyra,Mordekaiser,Evelynn,Rumble,MissFortune,Leona,0.0,0.0,146398.4,803040.8,0.46,0.5,1
Malphite,DrMundo,Katarina,MissFortune,Morgana,Ornn,Khazix,Ziggs,Ezreal,Pyke,0.0,0.0,187728.6,34145.8,0.46,0.52,1
Kassadin,Jax,Ahri,Ashe,Sona,Kennen,Rammus,Akali,Ezreal,Yuumi,0.0,0.0,187239.8,34034.2,0.7,0.38,1
Teemo,Nocturne,Yasuo,Kalista,Ashe,Heimerdinger,Diana,Ezreal,Jinx,Seraphine,0.0,0.0,77049.0,812110.4,0.52,0.5,1
Tryndamere,Sylas,Ziggs,Jinx,Sona,Yasuo,Naafiri,Malphite,Smolder,Nami,0.0,0.0,467267.2,395346.8,0.56,0.52,1
Yasuo,Khazix,Karma,Jinx,Blitzcrank,Urgot,Shaco,Viego,Lucian,Sona,0.0,0.0,400024.0,341603.8,0.5,0.44,1
Sett,Shaco,Zoe,Akshan,Pantheon,Renekton,Briar,Ahri,Caitlyn,Seraphine,0.0,0.0,234544.0,166682.6,0.42,0.64,0
Tryndamere,Shyvana,Yasuo,Nilah,Maokai,Urgot,Ekko,Yone,MissFortune,Seraphine,0.0,0.0,68503.8,57670.4,0.5,0.36,1
Mordekaiser,Kayn,Gragas,Xayah,Seraphine,Pantheon,Vi,Yone,Vayne,Mel,0.0,0.0,370451.2,62117.2,0.56,0.32,0
Renekton,Evelynn,Zed,Tristana,Zilean,Mordekaiser,MasterYi,Ahri,MissFortune,Lux,0.0,0.0,485034.8,117951.2,0.58,0.6,0
Chogath,Teemo,Qiyana,Varus,Seraphine,Zaahen,MasterYi,Caitlyn,Jax,Lux,0.0,0.0,424742.4,180088.4,0.6,0.4,0
Sylas,Jax,Lissandra,Seraphine,Mel,Garen,Sion,Fizz,MissFortune,Senna,0.0,0.0,70140.0,31661.8,0.46,0.465,0
Volibear,Kindred,Lissandra,Xayah,Leona,Chogath,Lillia,Yone,Caitlyn,Nami,0.0,0.0,352085.2,31711.2,0.4,0.5,0
Yorick,Zed,Samira,Tristana,Seraphine,Teemo,Sylas,Lux,MissFortune,Neeko,0.0,0.0,146230.8,437996.2,0.44,0.4,1
Teemo,Warwick,Yone,Ashe,Yuumi,Nautilus,Amumu,Mel,Ezreal,Lux,0.0,0.0,127861.6,79319.0,0.4,0.6,1
Pantheon,Shaco,Yasuo,Samira,Leona,Sett,Viego,Velkoz,Twitch,Morgana,0.0,0.0,171957.6,914133.8,0.6,0.38,0
Volibear,DrMundo,Yasuo,Sivir,Mel,Malphite,Shyvana,Syndra,Caitlyn,Lux,0.0,0.0,187381.6,55738.8,0.46,0.48,1
Aatrox,Diana,Lux,MissFortune,Nami,MonkeyKing,Talon,Xerath,Ashe,Leona,0.0,0.0,143198.4,386218.4,0.44,0.48,1
Xerath,Rammus,Teemo,Caitlyn,Lulu,Heimerdinger,Volibear,Veigar,Ashe,Senna,0.0,0.0,108901.6,613825.4,0.52,0.46,1
Renekton,DrMundo,Jhin,MissFortune,Seraphine,KSante,Trundle,Syndra,Jinx,Lux,0.0,0.0,983945.8,485178.0,0.46,0.42,1
Garen,Viego,Xerath,Akshan,Nami,Jax,Shyvana,Malzahar,Samira,TahmKench,0.0,0.0,279698.2,63682.6,0.52,0.36,1
Viktor,Pantheon,Vladimir,Kaisa,Morgana,Gwen,Shaco,Brand,Draven,Blitzcrank,0.0,0.0,71029.0,146079.2,0.38,0.48,0
Nasus,Kayn,Pyke,Ashe,Seraphine,Rumble,Khazix,Veigar,Jhin,Morgana,0.0,0.0,68381.6,48096.2,0.54,0.52,0
Malzahar,Jax,Veigar,Lucian,Swain,Garen,Nasus,AurelionSol,Yunara,Soraka,0.0,0.0,75108.0,52085.6,0.56,0.36,0
Tryndamere,Amumu,Vex,Vayne,Seraphine,Yorick,Nasus,TwistedFate,Jinx,Xerath,0.0,0.0,218942.2,97093.4,0.44,0.56,1
Camille,Warwick,Yasuo,Senna,Mordekaiser,TahmKench,Nocturne,Yone,Smolder,Seraphine,0.0,0.0,40135.8,201719.4,0.48,0.66,0
Ornn,Warwick,Yone,Caitlyn,Blitzcrank,Vi,Rammus,Zed,Varus,Lux,0.0,0.0,254896.2,120702.6,0.62,0.4,1
Chogath,Graves,Zed,Kaisa,Senna,Ornn,Viego,Yone,Caitlyn,Heimerdinger,0.0,0.0,15794.0,58664.2,0.44,0.56,0
Teemo,Belveth,Akali,Jinx,Velkoz,Darius,Volibear,Veigar,Twitch,Lux,0.0,0.0,37927.6,294108.6,0.5,0.54,0
Jax,Nocturne,Ekko,Kalista,Akshan,Pantheon,Briar,Malzahar,MissFortune,TahmKench,0.0,0.0,21690.2,38259.4,0.42,0.42,0
Illaoi,Trundle,Syndra,Xayah,Morgana,Irelia,Amumu,MissFortune,Caitlyn,Lux,0.0,0.0,208573.6,372328.2,0.44,0.52,0
Tryndamere,LeeSin,Vex,Ashe,Zilean,Quinn,Kayn,Akali,Jhin,Lulu,0.0,0.0,40717.6,131435.8,0.5,0.32,0
Yasuo,Jax,Fizz,MissFortune,Lux,Tryndamere,Viego,Mel,Caitlyn,Zyra,0.0,0.0,197612.2,32265.0,0.34,0.52,1
Chogath,Viego,Talon,Xayah,Nautilus,Jax,Naafiri,Malphite,Jinx,Leona,0.0,0.0,168053.6,118332.8,0.42,0.5,0
Teemo,MasterYi,Lux,MissFortune,Thresh,Nasus,Shaco,Mel,Kaisa,Seraphine,0.0,0.0,740857.4,29613.2,0.54,0.46,0
Vladimir,LeeSin,Naafiri,Singed,Milio,Jax,Nocturne,TwistedFate,Vayne,Mel,0.0,0.0,202534.0,165431.8,0.58,0.52,1
Darius,Viego,Yone,MissFortune,Brand,Ambessa,Zaahen,Mel,Samira,TahmKench,0.0,0.0,58466.4,64830.0,0.4,0.48,1
Ambessa,Kindred,Yone,MissFortune,Lux,Mordekaiser,Graves,Ahri,Kayle,Neeko,0.0,0.0,20408.2,11802.8,0.62,0.38,0
Mordekaiser,Rammus,Yasuo,Ashe,Sona,Renekton,Sylas,Zed,MissFortune,Brand,0.0,0.0,32212.2,78698.4,0.46,0.52,0
Jayce,Briar,Lux,MissFortune,Thresh,Sion,Kayn,Ahri,Vayne,Nautilus,0.0,0.0,189098.6,214765.4,0.46,0.46,1
Jax,Kayn,Akshan,MissFortune,Xerath,Urgot,Briar,Lux,Jinx,Brand,0.0,0.0,87774.6,114286.6,0.58,0.52,1
DrMundo,Kayn,Annie,Aphelios,Ashe,Malphite,Jax,Ryze,Kaisa,Pyke,0.0,0.0,41745.4,24944.6,0.57,0.5,1
Malphite,Zaahen,Yasuo,Ziggs,Morgana,Tryndamere,Ambessa,Sylas,Twitch,Mel,0.0,0.0,49181.0,101719.8,0.44,0.3,1
